Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Coco's Cafe,78758,09/13/2019,86,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",2801382,Routine Inspection
Four Seasons Chinese,78728,02/20/2019,93,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446424, -97.686119)",2800667,Routine Inspection
Soup Peddler Real Food & Juice Bar,78701,06/25/2020,98,"205 W 3RD ST
AUSTIN, TX 78701
(30.265654, -97.745231)",12186427,Routine Inspection
HDCB Scholz,78701,03/09/2020,84,"1607 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.277843, -97.736509)",11727656,Routine Inspection
Santos Taqueria,78751,05/03/2019,94,"4511 AIRPORT BLVD
AUSTIN, TX 78751
(30.303843, -97.716007)",11479895,Routine Inspection
Baby Acapulco #1,78741,08/22/2019,94,"1705 SOUTH LAKESHORE BLVD
AUSTIN, TX 78741
(30.244879, -97.728661)",2800052,Routine Inspection
BC - Whole Foods Market - Specialty,78738,01/06/2021,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937526)",10744425,Routine Inspection
Sugar Pine,78757,07/14/2021,94,"8578 RESEARCH BLVD
AUSTIN, TX 78757
(30.361912, -97.717319)",12094407,Routine Inspection
LW - Jason's Deli,78734,09/17/2021,90,"1504 S FM 620 RD
LAKEWAY, TX 78734",12178333,Routine Inspection
Home of Southern Hospitality LLC,78756,01/23/2020,95,"5000 SHOALWOOD AVE
AUSTIN, TX 78756
(30.322958, -97.742673)",11080498,Routine Inspection
Los Potrillos Restaurant,78753,09/04/2019,85,"9120 N IH
AUSTIN, TX 78753",10796431,Routine Inspection
Plank Seafood Provisions,78758,12/13/2021,86,"11410 CENTURY OAKS TER
AUSTIN, TX 78758
(30.400787, -97.726609)",12393622,Routine Inspection
Lucky Food Store,78745,05/29/2019,96,"4327 S 1ST ST
AUSTIN, TX 78745
(30.221594, -97.772582)",2803496,Routine Inspection
OOB - Cho Sushi,78732,12/13/2019,92,"4300 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.38216, -97.884121)",10357554,Routine Inspection
Subway #42525,78702,10/01/2019,96,"1923 E 7TH ST
AUSTIN, TX 78702
(30.262402, -97.721587)",10087712,Routine Inspection
Beeline Market,78731,03/06/2019,95,"1510 W 35TH ST
AUSTIN, TX 78731
(30.307126, -97.750391)",12022362,Routine Inspection
Cupprimo Cupcakery LLC,78759,01/19/2021,98,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433561, -97.77183)",11868891,Routine Inspection
P.Terry's Burger Stand  #15,78742,03/14/2019,99,"1551 E SH
AUSTIN, TX 78742",11951123,Routine Inspection
J W Marriott Austin - Starbucks,78701,02/12/2019,98,"110 E 2ND ST
AUSTIN, TX 78701
(30.264104, -97.743445)",11274923,Routine Inspection
El Meson,78704,11/04/2019,89,"2038 S LAMAR BLVD
AUSTIN, TX 78704
(30.248707, -97.769042)",10405911,Routine Inspection
BC - Park Manor Bee Cave,78738,10/06/2020,96,"14058 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.310979, -97.964555)",12176000,Routine Inspection
"Childrens Courtyard, The",78749,05/07/2021,97,"5914 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.228636, -97.862055)",12393874,Routine Inspection
Austin High School - Culinary,78703,02/13/2020,95,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.274085, -97.766118)",2803079,Routine Inspection
RW - Trader Joes,78746,06/05/2019,97,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.270933, -97.789891)",10945834,Routine Inspection
7-Eleven Convenience Store #36621B,78758,04/21/2021,88,"9061 RESEARCH BLVD
AUSTIN, TX 78758
(30.373876, -97.72706)",11775812,Routine Inspection
COTA - 34 Chophouse Grand Plaza,78617,11/01/2019,99,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229131,Routine Inspection
Balcones Club Restaurant,78750,05/19/2021,77,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.436968, -97.781923)",10239549,Routine Inspection
Jack in the Box #922,78754,12/31/2019,92,"12309 DESSAU RD
AUSTIN, TX 78754
(30.387984, -97.6479)",10790317,Routine Inspection
"PF - Children's Courtyard, The",78664,12/21/2020,99,"1308 PICADILLY DR
PFLUGERVILLE, TX 78664
(30.467184, -97.64526)",12392386,Routine Inspection
Contigo Austin,78723,12/20/2019,78,"2027 ANCHOR LN
AUSTIN, TX 78723
(30.288395, -97.703094)",10567635,Routine Inspection
Craigo's Pizza & Pastaria,78747,07/29/2021,92,"11215 S IH
AUSTIN, TX 78747",10014353,Routine Inspection
Sa - Te'n Coffee and Eats,78751,08/17/2021,88,"4917 AIRPORT BLVD
AUSTIN, TX 78751
(30.310745, -97.715475)",11835267,Routine Inspection
Hotel Eleven,78702,09/03/2020,98,"1123 E 11TH ST
AUSTIN, TX 78702
(30.268839, -97.728305)",11497335,Routine Inspection
Circle K Store #2704687,78748,11/04/2020,83,"606 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172807, -97.7998)",10762019,Routine Inspection
Casis Elementary,78703,02/22/2019,97,"2710 EXPOSITION BLVD
AUSTIN, TX 78703
(30.30335, -97.764349)",2800590,Routine Inspection
Red Lobster # 0095,78752,07/14/2020,81,"109 W ANDERSON LN
AUSTIN, TX 78752
(30.343976, -97.705805)",11183326,Routine Inspection
Chili's,78753,08/31/2020,96,"12901 N IH
AUSTIN, TX 78753",2801922,Routine Inspection
JD's Market,78660,09/09/2021,60,"14300 DESSAU RD
AUSTIN, TX 78660
(30.414672, -97.632681)",10435389,Routine Inspection
Freebirds,78704,01/24/2020,98,"515 S CONGRESS AVE
AUSTIN, TX 78704
(30.256157, -97.74724)",10069508,Routine Inspection
Longhorn Village - Skilled Nursing,78732,11/17/2020,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350762, -97.91176)",10260204,Routine Inspection
Catering By Rosemary,78701,01/05/2022,95,"201 W 5TH ST
AUSTIN, TX 78701
(30.267562, -97.744766)",12039246,Routine Inspection
Vino Vino,78751,04/24/2019,92,"4119 GUADALUPE ST
AUSTIN, TX 78751
(30.307041, -97.735411)",10002550,Routine Inspection
Taco Bell #030139,78727,08/29/2019,94,"3501 W WELLS BRANCH PKWY
AUSTIN, TX 78727",11066744,Routine Inspection
Bird Bird Biscuit,78722,05/10/2021,96,"2701 MANOR RD
AUSTIN, TX 78722
(30.285111, -97.71401)",11943085,Routine Inspection
Polvos En La Brissa,78728,12/13/2019,85,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446424, -97.686119)",10835756,Routine Inspection
Stiles Switch BBQ & Brew,78752,08/19/2021,87,"6610 N LAMAR BLVD
AUSTIN, TX 78752
(30.334163, -97.721163)",10693117,Routine Inspection
OOB - Sushic,78735,11/22/2019,100,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235531, -97.865328)",10943069,Routine Inspection
Moms 7,78617,07/29/2019,79,"13000 FM 812 RD
AUSTIN, TX 78617
(30.129458, -97.643336)",10780044,Routine Inspection
Noack Sports Complex,78724,10/28/2019,98,"5300 CRAINWAY DR
AUSTIN, TX 78724
(30.31706, -97.656334)",11723128,Routine Inspection
My Friends House Child Care,78731,06/11/2020,94,"7050 VILLAGE CENTER DR
AUSTIN, TX 78731
(30.35335, -97.755716)",2800497,Routine Inspection
MN - Casa Garcia Mexican Restaurant + Cantina,78653,10/20/2020,88,"12700 LEXINGTON ST
MANOR, TX 78653
(30.351468, -97.556795)",11996449,Routine Inspection
Austin Can! Academy,78702,03/05/2019,96,"2406 ROSEWOOD AVE
AUSTIN, TX 78702
(30.271974, -97.709045)",2802494,Routine Inspection
Church's Chicken Store No. 713,78723,04/14/2020,92,"5339 CAMERON RD
AUSTIN, TX 78723
(30.311615, -97.706834)",11843151,Routine Inspection
True Food Kitchen,78701,09/03/2019,90,"222 WEST AVE
AUSTIN, TX 78701
(30.267304, -97.751736)",11477028,Routine Inspection
Overton Elementary,78724,05/01/2019,92,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302552, -97.637155)",10066459,Routine Inspection
Pei Wei Asian Diner,78704,05/01/2019,85,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.235252, -97.794796)",2802412,Routine Inspection
El Arroyo,78703,09/16/2020,77,"1624 W 5TH ST
AUSTIN, TX 78703
(30.274777, -97.764736)",2800355,Routine Inspection
Barley Bean South Lamar,78704,05/16/2019,89,"3600 S LAMAR BLVD
AUSTIN, TX 78704
(30.239082, -97.788675)",11811291,Routine Inspection
OOB - Flea Market #IC-1,78754,09/07/2019,98,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.330694, -97.630914)",2800528,Routine Inspection
Crepeful,78732,05/15/2020,100,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.406508, -97.874421)",12101220,Routine Inspection
Renaissance- Austin,78759,06/17/2019,93,"11279 TAYLOR DRAPER LN
AUSTIN, TX 78759
(30.411977, -97.753239)",10022684,Routine Inspection
Tropical Market,78753,07/29/2021,88,"10805 N LAMAR BLVD
AUSTIN, TX 78753
(30.37695, -97.689195)",10935507,Routine Inspection
Alamo Drafthouse Cinema,78757,03/10/2020,97,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358229, -97.735348)",11173762,Routine Inspection
Tokyo Garden,78749,07/18/2019,96,"5800 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200438, -97.876151)",2803185,Routine Inspection
Miraval Austin (Pool Cafe),78641,05/23/2019,100,"13500 FM 2769 RD
AUSTIN, TX 78641",12050404,Routine Inspection
Tokyo Gardens Catering,78726,04/15/2020,100,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.405266, -97.853234)",2802625,Routine Inspection
Lotus Hunan Chinese Restaurant,78746,05/29/2020,91,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799242)",10770063,Routine Inspection
"Your Dream Wedding & Events, Inc.",78758,10/10/2019,98,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11538432,Routine Inspection
MN - Manor High School Cafeteria,78653,08/26/2019,94,"12700 GREGG MANOR RD
MANOR, TX 78653
(30.353788, -97.560842)",2801408,Routine Inspection
Tomunchi Frozen Yogurt,78727,10/14/2020,94,"1701 W PARMER LN
AUSTIN, TX 78727
(30.412643, -97.689502)",10120967,Routine Inspection
Dollar General Store #3193,78745,04/07/2020,97,"5738 MANCHACA RD
AUSTIN, TX 78745
(30.214399, -97.7993)",2803677,Routine Inspection
La Tapatia #7,78757,03/12/2019,80,"8618 RESEARCH BLVD
AUSTIN, TX 78757
(30.362484, -97.717498)",11538031,Routine Inspection
Whole Foods Market - Meat Department,78758,04/21/2021,96,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.405631, -97.720912)",11055570,Routine Inspection
ABIA - Vino Volo High Plains,78719,04/30/2021,99,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12186493,Routine Inspection
Cici's Pizza,78753,10/21/2021,94,"9717 N LAMAR BLVD
AUSTIN, TX 78753
(30.366147, -97.695274)",11372778,Routine Inspection
El Agazajo Grill LLC,78744,01/03/2020,90,"2408 S US 183 HWY
AUSTIN, TX 78744
(30.212947, -97.683467)",10716700,Routine Inspection
Travis Co. East Rural Comm. Ctr.,78653,03/05/2020,98,"600 W CARRIE MANOR ST
MANOR, TX 78653
(30.339764, -97.559934)",2802779,Routine Inspection
Desi Brothers #2,78745,12/07/2021,77,"3421 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.21324, -97.829344)",12186293,Routine Inspection
Pronto's,78751,01/06/2021,91,"4301 DUVAL ST
AUSTIN, TX 78751
(30.304848, -97.725976)",12077849,Routine Inspection
Z'Tejas,78703,09/17/2019,72,"1110 W 6TH ST
AUSTIN, TX 78703
(30.272185, -97.755663)",11485778,Routine Inspection
Speedy Stop,78728,09/14/2021,100,"14611 BURNET RD
AUSTIN, TX 78728
(30.450574, -97.695434)",12101293,Routine Inspection
Austin Daily Press,78704,12/21/2020,93,"3121 S LAMAR BLVD
AUSTIN, TX 78704
(30.241593, -97.785134)",12393204,Routine Inspection
Austin Daily Press,78702,06/01/2021,87,"4620 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251836, -97.703326)",11917024,Routine Inspection
Tucci's Southside Subs,78736,03/27/2019,94,"7101 W SH
AUSTIN, TX 78736",2803090,Routine Inspection
Anand Bazar,78758,03/06/2019,92,"2121 W PARMER LN
AUSTIN, TX 78758
(30.416351, -97.697096)",11855339,Routine Inspection
Cheba Hut,78705,04/23/2021,89,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.297432, -97.741505)",12393018,Routine Inspection
MN - PHO YES,78653,10/14/2020,90,"11300 E US 290 HWY
MANOR, TX 78653
(30.349015, -97.55411)",12164998,Routine Inspection
Cannon + Belle Restaurant,78701,02/21/2019,92,"500 E 4TH ST
AUSTIN, TX 78701
(30.264913, -97.738876)",11629151,Routine Inspection
Gattis Pizza,78745,06/28/2019,91,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.208537, -97.814602)",12094519,Routine Inspection
Marriott Residence Inn Austin,78723,05/04/2021,91,"1200 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.307023, -97.709648)",11432251,Routine Inspection
P. Terry's Burger Stand,78704,08/05/2020,91,"404 S LAMAR BLVD
AUSTIN, TX 78704
(30.261961, -97.758216)",2802815,Routine Inspection
7-Eleven Convenience Store #38609H,78728,08/27/2021,100,"1600 W WELLS BRANCH PKWY
AUSTIN, TX 78728",12107176,Routine Inspection
Walgreen's  #04134,78759,11/16/2020,100,"11724 RESEARCH BLVD
AUSTIN, TX 78759
(30.419419, -97.747336)",2803712,Routine Inspection
Baby Acapulco #4,78753,04/22/2020,83,"13609 N IH
AUSTIN, TX 78753",2801593,Routine Inspection
BC - Subway,78738,10/14/2019,94,"12717 SHOPS PKWY
BEE CAVE, TX 78738
(30.305053, -97.940736)",10262005,Routine Inspection
Jimmy John's Gourmet Sandwiches,78757,11/04/2019,97,"2937 W ANDERSON LN
AUSTIN, TX 78757
(30.35991, -97.738774)",11231003,Routine Inspection
MN - Manor Middle School,78653,08/20/2020,100,"12900 GREGG MANOR RD
MANOR, TX 78653
(30.357494, -97.561405)",10002549,Routine Inspection
Me Con Bistro,78745,07/08/2019,76,"3421 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.21324, -97.829344)",11459701,Routine Inspection
Texas Chili Parlor,78701,04/07/2020,93,"1409 LAVACA ST
AUSTIN, TX 78701
(30.277014, -97.742141)",2801839,Routine Inspection
Kentucky Fried Chicken,78745,06/11/2021,94,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",11789682,Routine Inspection
Texadelphia,78613,02/05/2020,96,"14010 N US 183 HWY
AUSTIN, TX 78613",2802968,Routine Inspection
La Hacienda Market #4,78758,06/17/2020,95,"1812 PAYTON GIN RD
AUSTIN, TX 78758
(30.365595, -97.717278)",2802492,Routine Inspection
Happy Hearts Bilingual Learning Center #2,78748,06/29/2021,90,"1112 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173973, -97.811422)",11153488,Routine Inspection
It's A Grind,78727,07/12/2021,87,"4005 W PARMER LN
AUSTIN, TX 78727
(30.425623, -97.715752)",2802793,Routine Inspection
McDonald's # 12430,78731,04/29/2020,100,"5762 N MOPAC EXPY
AUSTIN, TX 78731
(30.33899, -97.754997)",12045842,Routine Inspection
Gracy Food Mart,78758,06/27/2019,89,"12001 BURNET RD
AUSTIN, TX 78758
(30.408019, -97.713677)",12099720,Routine Inspection
Express Food Mart #4,78745,05/20/2021,93,"5401 MANCHACA RD
AUSTIN, TX 78745
(30.217314, -97.796192)",2803694,Routine Inspection
Starbuck's Coffee#6203,78759,11/29/2021,97,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394526, -97.752081)",2800798,Routine Inspection
Peche,78701,07/09/2019,93,"208 W 4TH ST
AUSTIN, TX 78701
(30.266693, -97.745272)",10768306,Routine Inspection
Omni Barton Crk Resort & Spa-Country Club Kitchen,78735,11/01/2019,85,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084309,Routine Inspection
Papa John's #4857,78753,04/15/2020,100,"1610 E PARMER LN
AUSTIN, TX 78753
(30.387441, -97.649039)",11848401,Routine Inspection
Whataburger #1022,78726,09/15/2020,94,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",10708625,Routine Inspection
Subway #2516,78752,01/19/2021,94,"7110 CAMERON RD
AUSTIN, TX 78752
(30.325727, -97.692614)",11558491,Routine Inspection
China House Restaurant,78758,06/21/2021,92,"9505 BURNET RD
AUSTIN, TX 78758
(30.378708, -97.725188)",10147146,Routine Inspection
Circle K Store #2704675,78617,08/21/2020,88,"2475 E SH
AUSTIN, TX 78617",10762466,Routine Inspection
Taco Bell #030114,78745,01/12/2021,95,"502 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196399, -97.786069)",11066763,Routine Inspection
St. John's Lutheran Child Care,78745,10/07/2019,90,"409 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.224796, -97.767565)",2800868,Routine Inspection
7-Eleven Convenience Store #36273A,78731,10/15/2020,93,"3550 FAR WEST BLVD
AUSTIN, TX 78731
(30.353691, -97.753614)",11087894,Routine Inspection
A Shady Deal,78653,03/05/2020,98,"14219 LITTIG RD
AUSTIN, TX 78653
(30.333502, -97.508919)",10008007,Routine Inspection
Rock House Bar and Trailer Park,78732,07/15/2021,91,"6900 N FM 620 RD
AUSTIN, TX 78732",12185755,Routine Inspection
OOB - Sigma Chi,78705,02/22/2019,94,"2701 NUECES ST
AUSTIN, TX 78705
(30.292316, -97.74275)",2800426,Routine Inspection
PF - T- Jin China Diner,78660,11/09/2021,80,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468797, -97.595887)",12392473,Routine Inspection
WL - McDonald's,78746,04/21/2021,90,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.274936, -97.801157)",2803243,Routine Inspection
Patton Elementary School,78749,04/13/2021,91,"6001 WESTCREEK DR
AUSTIN, TX 78749
(30.232123, -97.846118)",2800332,Routine Inspection
Centro de Bienestar,78757,02/04/2019,94,"8762 RESEARCH BLVD
AUSTIN, TX 78757
(30.36621, -97.718657)",11533348,Routine Inspection
Great American Cookie Co.-B1,78746,02/03/2021,93,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",2800595,Routine Inspection
Torchy's Tacos,78749,05/22/2020,86,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200841, -97.879006)",12041072,Routine Inspection
"El Rancho Supermarket #2 Seafood, Creamria, Meat",78723,09/25/2019,86,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32023, -97.689045)",11761897,Routine Inspection
Bright Horizons Family Solution,78758,10/07/2019,94,"2411 W BRAKER LN
AUSTIN, TX 78758
(30.390211, -97.717462)",2801497,Routine Inspection
Spicewood Elementary,78750,05/18/2021,99,"11601 OLSON DR
AUSTIN, TX 78750
(30.446061, -97.804309)",2800243,Routine Inspection
Star Seeds Cafe,78722,07/29/2020,92,"3101 N IH
AUSTIN, TX 78722",2801964,Routine Inspection
Vaqueros Cafe,78746,05/06/2021,73,"1801 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.270926, -97.817687)",11745160,Routine Inspection
LW - China Pacific Restaurant,78734,05/31/2019,76,"107 S FM 620 RD
LAKEWAY, TX 78734",10839501,Routine Inspection
Shakespeare's Pub,78701,10/22/2020,85,"314 E 6TH ST
AUSTIN, TX 78701
(30.267216, -97.739798)",2801169,Routine Inspection
Residence Inn Austin Arboretum,78759,02/05/2020,97,"3713 TUDOR BLVD
AUSTIN, TX 78759
(30.385373, -97.739341)",12186039,Routine Inspection
Marbridge Foundation-Winters,78652,04/18/2019,91,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.136879, -97.856197)",2800658,Routine Inspection
Canteen @ Costco #681,78759,02/08/2021,100,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.396237, -97.745765)",11863874,Routine Inspection
Domino's,78727,06/11/2020,96,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",11075558,Routine Inspection
Het Say,78741,12/06/2019,84,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.230405, -97.732405)",11987074,Routine Inspection
Hop Doddy Burger Bar,78757,06/03/2019,88,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",10745863,Routine Inspection
Sake Mama,78701,02/01/2019,95,"519 E 6TH ST
AUSTIN, TX 78701
(30.26659, -97.737567)",11916927,Routine Inspection
Jack in the Box #906,78729,09/01/2020,97,"7404 MC NEIL DR
AUSTIN, TX 78729
(30.43463, -97.768893)",10789961,Routine Inspection
Gallons to Go,78752,11/15/2019,97,"6416 N LAMAR BLVD
AUSTIN, TX 78752
(30.332501, -97.722202)",2801944,Routine Inspection
HEB - Deli/Bakery/Produce - Brodie,78745,07/25/2019,100,"6900 BRODIE LN
AUSTIN, TX 78745
(30.214829, -97.829783)",2801405,Routine Inspection
Two Spoons,78735,06/07/2021,89,"7212 W SH
AUSTIN, TX 78735",11825080,Routine Inspection
Slurp Lab,78703,01/04/2022,93,"507 PRESSLER ST
AUSTIN, TX 78703
(30.273317, -97.76052)",12088876,Routine Inspection
El Tacorrido,78753,12/06/2021,95,"9320 N LAMAR BLVD
AUSTIN, TX 78753
(30.362299, -97.69747)",11198007,Routine Inspection
La Posada Mexican Restaurant,78745,06/24/2021,88,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.208537, -97.814602)",10972449,Routine Inspection
Walgreens #3724,78748,08/08/2019,100,"9801 MANCHACA RD
AUSTIN, TX 78748",2803869,Routine Inspection
"Patika Coffee, P3",78701,02/24/2020,89,"100 CONGRESS AVE
AUSTIN, TX 78701
(30.26387, -97.744359)",12075863,Routine Inspection
Dominos Pizza,78741,12/29/2021,91,"1931 E OLTORF ST
AUSTIN, TX 78741
(30.231035, -97.734845)",11860825,Routine Inspection
Ojos Locos Sports Cantina,78752,03/04/2020,88,"7522 N IH
AUSTIN, TX 78752",12039601,Routine Inspection
DeSano Pizzeria Napoletana,78757,08/11/2020,97,"8000 BURNET RD
AUSTIN, TX 78757
(30.358444, -97.730231)",11615523,Routine Inspection
Home Slice Pizza,78704,06/02/2021,90,"1415 S CONGRESS AVE
AUSTIN, TX 78704
(30.249296, -97.749776)",2802846,Routine Inspection
PF - Kumar's Austin,78660,07/22/2020,71,"15803 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.446183, -97.648258)",12392671,Routine Inspection
Reel Popcorn,78745,07/06/2020,97,"8708 S CONGRESS AVE
AUSTIN, TX 78745
(30.171078, -97.78598)",11661013,Routine Inspection
Buttercup Chevron,78660,07/17/2019,75,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.420611, -97.628848)",11348918,Routine Inspection
Chipotle Mexican Grill #56,78756,07/01/2021,95,"4400 N LAMAR BLVD
AUSTIN, TX 78756
(30.312137, -97.738499)",10176813,Routine Inspection
Soup Peddler Lamar,78704,08/06/2021,92,"2801 S LAMAR BLVD
AUSTIN, TX 78704
(30.243957, -97.781821)",10516435,Routine Inspection
Vivo,78752,03/11/2021,80,"6406 N IH
AUSTIN, TX 78752",11223207,Routine Inspection
SV - Poke Austin,78745,06/28/2019,90,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.228928, -97.820657)",11861562,Routine Inspection
La Madeleine # 204,78723,06/06/2019,98,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306488, -97.708842)",11763339,Routine Inspection
Holiday Inn Express & Suites Austin NW-Four Points,78726,12/20/2021,88,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",11873946,Routine Inspection
Taco Cabana #206,78745,05/01/2019,98,"2117 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.230948, -97.791212)",2800531,Routine Inspection
Soup Peddler Mary,78704,03/03/2020,92,"501 W MARY ST
AUSTIN, TX 78704
(30.246465, -97.755892)",2802109,Routine Inspection
Taco Cabana Patio Rest #125,78750,01/04/2022,91,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.486701, -97.805118)",2800474,Routine Inspection
